viewer_id,signup_date,country,age_group,signup_quarter
5018,2023-07-27,France,26-35,2023Q3
5019,2023-12-10,India,36-45,2023Q4
5020,2023-03-30,USA,36-45,2023Q1
5021,2023-10-15,Japan,46-55,2023Q4
5022,2023-06-05,USA,56+,2023Q2
5023,2023-02-06,UK,26-35,2023Q1
5024,2024-02-23,France,36-45,2024Q1
5025,2023-09-04,USA,46-55,2023Q3
5026,2024-01-10,France,56+,2024Q1
5027,2023-07-17,Brazil,36-45,2023Q3
5028,2024-01-13,USA,36-45,2024Q1
5029,2023-02-23,France,26-35,2023Q1
5030,2023-11-18,UK,18-25,2023Q4
5031,2023-07-29,USA,46-55,2023Q3
5032,2024-03-29,Mexico,18-25,2024Q1
5033,2023-09-08,India,36-45,2023Q3
5034,2023-02-05,France,18-25,2023Q1
5035,2023-03-28,Japan,46-55,2023Q1
5036,2024-02-07,Japan,26-35,2024Q1
5037,2023-12-31,Canada,36-45,2023Q4
5038,2023-08-23,India,36-45,2023Q3
5039,2023-09-07,Germany,18-25,2023Q3
5040,2023-11-29,Japan,46-55,2023Q4
5041,2024-02-12,Japan,18-25,2024Q1
5042,2024-03-12,USA,18-25,2024Q1
5043,2023-02-25,Australia,18-25,2023Q1
5044,2023-12-21,UK,46-55,2023Q4
5045,2023-11-13,USA,46-55,2023Q4
5046,2023-07-07,USA,26-35,2023Q3
5047,2024-01-06,Japan,26-35,2024Q1
5048,2023-02-07,USA,26-35,2023Q1
5049,2023-04-25,UK,26-35,2023Q2
5050,2023-10-09,Canada,46-55,2023Q4
5051,2023-05-27,Canada,26-35,2023Q2
5052,2023-09-14,UK,26-35,2023Q3
5053,2024-01-12,France,26-35,2024Q1
5054,2023-01-12,USA,56+,2023Q1
5055,2023-03-17,Mexico,18-25,2023Q1
5056,2023-09-27,Germany,18-25,2023Q3
5057,2023-02-16,Australia,26-35,2023Q1
5058,2023-12-02,Japan,46-55,2023Q4
5059,2023-01-19,UK,36-45,2023Q1
5060,2023-07-07,Japan,18-25,2023Q3
5061,2023-12-23,Germany,46-55,2023Q4
5062,2023-04-05,Germany,18-25,2023Q2
5063,2024-03-19,UK,36-45,2024Q1
5064,2023-08-31,Canada,18-25,2023Q3
5065,2023-10-02,Brazil,18-25,2023Q4
5066,2023-11-09,Mexico,56+,2023Q4
5067,2023-10-02,India,26-35,2023Q4
5068,2023-07-15,Mexico,36-45,2023Q3
5069,2023-12-28,Mexico,18-25,2023Q4
5070,2023-08-27,UK,36-45,2023Q3
5071,2023-07-04,Brazil,56+,2023Q3
5072,2023-10-08,Australia,18-25,2023Q4
5073,2023-06-04,Canada,46-55,2023Q2
5074,2023-04-05,Mexico,46-55,2023Q2
5075,2023-04-04,France,36-45,2023Q2
5076,2023-04-29,Canada,36-45,2023Q2
5077,2023-02-14,Japan,36-45,2023Q1
5078,2024-01-31,Canada,26-35,2024Q1
5079,2023-01-15,Germany,18-25,2023Q1
5080,2023-09-01,UK,18-25,2023Q3
5081,2024-02-12,Canada,36-45,2024Q1
5082,2023-09-16,India,56+,2023Q3
5083,2023-09-16,India,46-55,2023Q3
5084,2023-12-27,Japan,36-45,2023Q4
5085,2023-07-02,Brazil,18-25,2023Q3
5086,2023-08-21,UK,56+,2023Q3
5087,2023-03-28,Canada,26-35,2023Q1
5088,2024-01-16,Canada,18-25,2024Q1
5089,2023-07-12,UK,26-35,2023Q3
5090,2023-03-17,Canada,56+,2023Q1
5091,2023-03-13,UK,56+,2023Q1
5092,2023-12-09,UK,18-25,2023Q4
5093,2023-07-31,USA,26-35,2023Q3
5094,2023-01-21,Mexico,46-55,2023Q1
5095,2023-11-09,Mexico,56+,2023Q4
5096,2023-05-20,Canada,26-35,2023Q2
5097,2023-09-06,Germany,46-55,2023Q3
5098,2023-03-28,India,26-35,2023Q1
5099,2023-09-15,Japan,56+,2023Q3
5100,2023-03-15,Japan,18-25,2023Q1
5101,2023-11-20,France,36-45,2023Q4
5102,2023-08-21,Brazil,56+,2023Q3
5103,2024-02-12,UK,46-55,2024Q1
5104,2023-03-06,UK,18-25,2023Q1
5105,2023-06-02,India,36-45,2023Q2
5106,2023-03-01,UK,36-45,2023Q1
5107,2023-11-19,USA,36-45,2023Q4
5108,2023-12-01,Germany,56+,2023Q4
5109,2024-01-18,Australia,18-25,2024Q1
5110,2023-02-20,Brazil,36-45,2023Q1
5111,2023-10-28,UK,26-35,2023Q4
5112,2023-07-27,India,56+,2023Q3
5113,2023-05-27,Australia,18-25,2023Q2
5114,2024-02-22,Mexico,56+,2024Q1
5115,2023-10-18,Australia,36-45,2023Q4
5116,2023-01-08,UK,36-45,2023Q1
5117,2024-02-02,Australia,46-55,2024Q1
5118,2023-06-10,Canada,18-25,2023Q2
5119,2023-01-10,France,18-25,2023Q1
5120,2023-06-08,France,18-25,2023Q2
5121,2024-02-12,UK,18-25,2024Q1
5122,2023-02-21,Canada,36-45,2023Q1
5123,2023-09-03,Brazil,46-55,2023Q3
5124,2023-02-05,Australia,56+,2023Q1
5125,2023-07-11,Canada,46-55,2023Q3
5126,2024-02-26,Australia,56+,2024Q1
5127,2023-03-28,France,18-25,2023Q1
5128,2024-03-07,UK,46-55,2024Q1
5129,2023-11-30,France,36-45,2023Q4
5130,2024-03-01,Japan,46-55,2024Q1
5131,2023-05-09,Japan,46-55,2023Q2
5132,2023-05-11,Mexico,46-55,2023Q2
5133,2023-03-30,Germany,56+,2023Q1
5134,2024-02-05,France,26-35,2024Q1
5135,2023-02-25,UK,26-35,2023Q1
5136,2023-12-26,Brazil,18-25,2023Q4
5137,2023-11-03,UK,46-55,2023Q4
5138,2023-05-08,India,46-55,2023Q2
5139,2024-02-09,India,36-45,2024Q1
5140,2023-04-28,Canada,18-25,2023Q2
5141,2023-02-16,USA,18-25,2023Q1
5142,2023-06-23,Mexico,56+,2023Q2
5143,2024-03-20,Japan,18-25,2024Q1
5144,2023-02-26,Brazil,26-35,2023Q1
5145,2024-03-18,Japan,56+,2024Q1
5146,2023-09-09,USA,36-45,2023Q3
5147,2023-04-16,Canada,56+,2023Q2
5148,2023-04-23,USA,46-55,2023Q2
5149,2024-03-14,Brazil,36-45,2024Q1
5150,2023-12-16,Canada,18-25,2023Q4
5151,2023-09-11,Brazil,18-25,2023Q3
5152,2023-05-24,Brazil,56+,2023Q2
5153,2023-07-20,Japan,18-25,2023Q3
5154,2023-11-05,Mexico,36-45,2023Q4
5155,2023-03-23,UK,18-25,2023Q1
5156,2023-08-07,Mexico,46-55,2023Q3
5157,2023-07-11,UK,46-55,2023Q3
5158,2023-11-25,Mexico,36-45,2023Q4
5159,2023-01-30,France,46-55,2023Q1
5160,2022-12-31,Japan,56+,2022Q4
5161,2023-09-06,Mexico,46-55,2023Q3
5162,2023-07-17,Japan,36-45,2023Q3
5163,2023-05-02,UK,46-55,2023Q2
5164,2023-04-22,Germany,26-35,2023Q2
5165,2024-01-27,Australia,56+,2024Q1
5166,2023-10-26,Brazil,56+,2023Q4
5167,2023-08-07,UK,56+,2023Q3
5168,2023-01-15,USA,46-55,2023Q1
5169,2023-05-09,Canada,26-35,2023Q2
5170,2023-06-25,Germany,36-45,2023Q2
5171,2023-07-23,Australia,46-55,2023Q3
5172,2023-09-30,Canada,18-25,2023Q3
5173,2023-06-01,Germany,26-35,2023Q2
5174,2023-01-20,India,18-25,2023Q1
5175,2023-12-03,Australia,36-45,2023Q4
5176,2023-12-30,Canada,18-25,2023Q4
5177,2023-12-10,Brazil,36-45,2023Q4
5178,2023-07-23,Germany,18-25,2023Q3
5179,2023-02-10,France,46-55,2023Q1
5180,2023-07-13,Japan,56+,2023Q3
5181,2023-01-10,Mexico,46-55,2023Q1
5182,2023-07-26,Germany,36-45,2023Q3
5183,2023-12-16,Japan,36-45,2023Q4
5184,2023-03-30,Germany,26-35,2023Q1
5185,2023-03-09,Mexico,36-45,2023Q1
5186,2023-10-14,Mexico,56+,2023Q4
5187,2023-09-17,Canada,36-45,2023Q3
5188,2023-09-20,Japan,26-35,2023Q3
5189,2023-10-30,Australia,26-35,2023Q4
5190,2023-02-25,USA,18-25,2023Q1
5191,2023-08-17,Japan,46-55,2023Q3
5192,2023-07-15,Brazil,18-25,2023Q3
5193,2024-01-12,Brazil,56+,2024Q1
5194,2024-03-05,India,46-55,2024Q1
5195,2023-05-24,India,56+,2023Q2
5196,2023-05-01,India,26-35,2023Q2
5197,2024-02-02,India,36-45,2024Q1
5198,2024-02-26,Japan,18-25,2024Q1
5199,2023-09-22,India,18-25,2023Q3
5200,2023-10-29,Mexico,56+,2023Q4
5201,2023-10-01,USA,46-55,2023Q4
5202,2024-03-20,Australia,56+,2024Q1
5203,2023-10-12,USA,56+,2023Q4
5204,2023-06-13,France,56+,2023Q2
5205,2024-03-26,Brazil,26-35,2024Q1
5206,2023-09-16,Mexico,36-45,2023Q3
5207,2023-07-15,UK,36-45,2023Q3
5208,2023-03-14,Brazil,18-25,2023Q1
5209,2023-12-13,Canada,26-35,2023Q4
5210,2023-02-04,Canada,46-55,2023Q1
5211,2023-07-22,Australia,26-35,2023Q3
5212,2023-06-25,India,56+,2023Q2
5213,2024-02-19,Australia,56+,2024Q1
5214,2024-03-25,Mexico,56+,2024Q1
5215,2024-01-09,Canada,36-45,2024Q1
5216,2023-01-21,France,18-25,2023Q1
5217,2023-03-29,Mexico,26-35,2023Q1
5218,2023-07-13,Australia,56+,2023Q3
5219,2023-10-03,Brazil,46-55,2023Q4
5220,2024-03-25,Canada,18-25,2024Q1
5221,2023-01-10,Germany,18-25,2023Q1
5222,2023-07-01,Japan,18-25,2023Q3
5223,2023-01-17,UK,36-45,2023Q1
5224,2023-03-24,Mexico,18-25,2023Q1
5225,2023-07-09,UK,36-45,2023Q3
5226,2023-03-17,UK,56+,2023Q1
5227,2023-11-20,Brazil,18-25,2023Q4
5228,2023-05-17,Australia,56+,2023Q2
5229,2023-01-23,UK,26-35,2023Q1
5230,2023-07-22,Brazil,26-35,2023Q3
5231,2024-03-23,France,56+,2024Q1
5232,2023-08-23,UK,18-25,2023Q3
5233,2023-12-16,France,56+,2023Q4
5234,2023-08-12,Canada,56+,2023Q3
5235,2023-06-22,Canada,36-45,2023Q2
5236,2023-10-25,USA,18-25,2023Q4
5237,2023-06-01,UK,56+,2023Q2
5238,2023-11-19,UK,46-55,2023Q4
5239,2024-02-20,USA,46-55,2024Q1
5240,2023-09-24,France,46-55,2023Q3
5241,2023-02-18,Canada,26-35,2023Q1
5242,2023-08-05,Germany,36-45,2023Q3
5243,2023-07-03,Germany,26-35,2023Q3
5244,2024-01-04,France,36-45,2024Q1
5245,2023-10-22,Canada,46-55,2023Q4
5246,2023-08-31,UK,26-35,2023Q3
5247,2023-06-27,India,46-55,2023Q2
5248,2023-06-24,UK,26-35,2023Q2
5249,2023-10-20,Germany,26-35,2023Q4
5250,2023-06-10,France,18-25,2023Q2
5251,2023-01-08,Germany,36-45,2023Q1
5252,2023-03-10,USA,46-55,2023Q1
5253,2023-08-29,Japan,46-55,2023Q3
5254,2023-04-11,Japan,18-25,2023Q2
5255,2023-09-26,Germany,26-35,2023Q3
5256,2023-10-17,Canada,18-25,2023Q4
5257,2023-11-07,USA,18-25,2023Q4
5258,2024-02-03,Japan,26-35,2024Q1
5259,2023-12-02,France,26-35,2023Q4
5260,2023-12-16,USA,56+,2023Q4
5261,2023-07-15,UK,56+,2023Q3
5262,2024-03-01,India,56+,2024Q1
5263,2023-07-13,UK,36-45,2023Q3
5264,2023-06-09,Germany,46-55,2023Q2
5265,2023-07-04,Germany,18-25,2023Q3
5266,2023-06-28,Mexico,56+,2023Q2
5267,2023-01-26,Canada,18-25,2023Q1
5268,2023-01-30,Canada,46-55,2023Q1
5269,2023-11-30,UK,26-35,2023Q4
5270,2024-01-10,Canada,56+,2024Q1
5271,2023-10-15,Australia,18-25,2023Q4
5272,2023-08-30,Japan,26-35,2023Q3
5273,2024-01-12,USA,18-25,2024Q1
5274,2023-04-20,Japan,36-45,2023Q2
5275,2023-09-15,UK,36-45,2023Q3
5276,2023-05-25,UK,46-55,2023Q2
5277,2023-07-22,Germany,36-45,2023Q3
5278,2023-08-27,Canada,46-55,2023Q3
5279,2023-06-16,UK,46-55,2023Q2
5280,2023-03-24,Australia,36-45,2023Q1
5281,2023-02-10,France,26-35,2023Q1
5282,2023-05-13,Australia,26-35,2023Q2
5283,2023-09-25,UK,18-25,2023Q3
5284,2024-03-06,Australia,56+,2024Q1
5285,2024-03-03,Brazil,36-45,2024Q1
5286,2024-02-18,France,36-45,2024Q1
5287,2023-09-22,Japan,18-25,2023Q3
5288,2023-06-08,Mexico,26-35,2023Q2
5289,2023-07-23,UK,46-55,2023Q3
5290,2023-07-10,Brazil,46-55,2023Q3
5291,2024-03-13,France,26-35,2024Q1
5292,2023-12-23,Brazil,56+,2023Q4
5293,2023-02-18,Canada,18-25,2023Q1
5294,2023-12-29,Mexico,18-25,2023Q4
5295,2024-01-08,Germany,56+,2024Q1
5296,2023-02-17,Germany,26-35,2023Q1
5297,2024-03-20,Mexico,18-25,2024Q1
5298,2023-02-21,Australia,18-25,2023Q1
5299,2023-01-31,Australia,46-55,2023Q1
5300,2023-02-15,UK,56+,2023Q1
5301,2023-09-01,France,46-55,2023Q3
5302,2024-02-06,UK,56+,2024Q1
5303,2024-01-10,Brazil,46-55,2024Q1
5304,2023-05-23,Mexico,18-25,2023Q2
5305,2023-07-18,Germany,26-35,2023Q3
5306,2024-01-12,India,26-35,2024Q1
5307,2023-09-19,USA,46-55,2023Q3
5308,2023-11-10,Canada,36-45,2023Q4
5309,2023-05-26,Canada,26-35,2023Q2
5310,2023-07-11,Brazil,46-55,2023Q3
5311,2023-01-17,UK,46-55,2023Q1
5312,2023-04-01,Canada,18-25,2023Q2
5313,2023-06-12,India,36-45,2023Q2
5314,2024-02-29,Brazil,46-55,2024Q1
5315,2023-04-30,Australia,46-55,2023Q2
5316,2023-11-02,India,56+,2023Q4
5317,2023-11-26,Germany,56+,2023Q4
5318,2023-03-22,UK,18-25,2023Q1
5319,2023-08-31,Mexico,26-35,2023Q3
5320,2024-03-01,Brazil,26-35,2024Q1
5321,2023-12-25,India,46-55,2023Q4
5322,2023-03-24,Germany,26-35,2023Q1
5323,2023-07-10,Germany,36-45,2023Q3
5324,2023-05-11,France,26-35,2023Q2
5325,2023-04-13,UK,46-55,2023Q2
5326,2023-02-02,Brazil,56+,2023Q1
5327,2023-04-10,France,36-45,2023Q2
5328,2023-06-12,India,18-25,2023Q2
5329,2023-03-12,India,36-45,2023Q1
5330,2023-11-27,Australia,36-45,2023Q4
5331,2023-06-24,Germany,26-35,2023Q2
5332,2023-09-25,Canada,36-45,2023Q3
5333,2023-02-01,Canada,18-25,2023Q1
5334,2023-03-06,France,26-35,2023Q1
5335,2023-01-16,UK,56+,2023Q1
5336,2023-09-24,Canada,26-35,2023Q3
5337,2023-12-21,Japan,36-45,2023Q4
5338,2023-06-11,USA,56+,2023Q2
5339,2023-03-18,Canada,26-35,2023Q1
5340,2024-02-24,USA,56+,2024Q1
5341,2023-05-02,France,46-55,2023Q2
5342,2023-11-23,India,26-35,2023Q4
5343,2023-05-22,India,26-35,2023Q2
5344,2023-08-10,UK,56+,2023Q3
5345,2023-03-04,Japan,56+,2023Q1
5346,2023-01-30,UK,36-45,2023Q1
5347,2023-08-12,Japan,56+,2023Q3
5348,2023-12-15,Brazil,18-25,2023Q4
5349,2023-12-01,UK,56+,2023Q4
5350,2023-05-13,Germany,18-25,2023Q2
5351,2023-01-24,Japan,56+,2023Q1
5352,2023-11-10,India,26-35,2023Q4
5353,2023-08-29,Canada,46-55,2023Q3
5354,2023-06-07,Japan,46-55,2023Q2
5355,2023-03-10,UK,26-35,2023Q1
5356,2024-03-13,Canada,46-55,2024Q1
5357,2023-07-19,Brazil,46-55,2023Q3
5358,2023-09-23,Brazil,46-55,2023Q3
5359,2023-12-07,Japan,18-25,2023Q4
5360,2023-08-23,Brazil,26-35,2023Q3
5361,2023-10-22,Japan,18-25,2023Q4
5362,2023-07-07,Germany,56+,2023Q3
5363,2023-02-09,USA,56+,2023Q1
5364,2023-01-25,Canada,18-25,2023Q1
5365,2024-01-01,USA,18-25,2024Q1
5366,2023-04-09,Germany,56+,2023Q2
5367,2023-04-10,USA,46-55,2023Q2
5368,2023-07-27,Brazil,46-55,2023Q3
5369,2023-04-01,India,26-35,2023Q2
5370,2023-08-29,India,36-45,2023Q3
5371,2023-04-14,India,26-35,2023Q2
5372,2023-03-04,India,36-45,2023Q1
5373,2023-09-12,UK,26-35,2023Q3
5374,2023-11-07,Japan,46-55,2023Q4
5375,2023-06-25,Germany,18-25,2023Q2
5376,2023-11-02,Mexico,46-55,2023Q4
5377,2023-07-02,Australia,18-25,2023Q3
5378,2023-03-22,Germany,26-35,2023Q1
5379,2024-02-21,Mexico,36-45,2024Q1
5380,2023-09-23,UK,46-55,2023Q3
5381,2024-01-26,Australia,18-25,2024Q1
5382,2023-11-26,UK,18-25,2023Q4
5383,2024-02-11,USA,56+,2024Q1
5384,2023-09-18,France,56+,2023Q3
5385,2023-08-10,Japan,26-35,2023Q3
5386,2023-06-22,UK,18-25,2023Q2
5387,2023-07-09,India,18-25,2023Q3
5388,2023-06-13,UK,36-45,2023Q2
5389,2023-04-15,Brazil,56+,2023Q2
5390,2023-03-05,Australia,26-35,2023Q1
5391,2023-12-05,USA,26-35,2023Q4
5392,2024-01-03,Canada,46-55,2024Q1
5393,2023-06-17,Australia,36-45,2023Q2
5394,2023-01-21,Canada,26-35,2023Q1
5395,2023-04-22,Mexico,46-55,2023Q2
5396,2023-12-21,India,36-45,2023Q4
5397,2023-04-10,Australia,56+,2023Q2
5398,2023-08-09,USA,56+,2023Q3
5399,2023-12-24,Japan,18-25,2023Q4
5400,2023-04-16,Canada,56+,2023Q2
5401,2023-01-24,Germany,46-55,2023Q1
5402,2024-02-01,Brazil,46-55,2024Q1
5403,2023-07-05,Brazil,56+,2023Q3
5404,2023-03-31,Brazil,46-55,2023Q1
5405,2023-11-05,France,26-35,2023Q4
5406,2023-09-25,Japan,46-55,2023Q3
5407,2023-07-15,Australia,18-25,2023Q3
5408,2023-06-23,Mexico,36-45,2023Q2
5409,2023-06-12,France,18-25,2023Q2
5410,2023-08-04,USA,56+,2023Q3
5411,2023-02-17,Japan,18-25,2023Q1
5412,2024-03-30,India,36-45,2024Q1
5413,2023-07-27,Japan,36-45,2023Q3
5414,2023-12-21,Mexico,56+,2023Q4
5415,2023-09-01,Japan,18-25,2023Q3
5416,2023-04-29,Mexico,36-45,2023Q2
5417,2023-05-19,India,36-45,2023Q2
5418,2023-07-09,Japan,36-45,2023Q3
5419,2024-03-10,Canada,46-55,2024Q1
5420,2024-01-29,Brazil,36-45,2024Q1
5421,2023-06-30,France,26-35,2023Q2
5422,2024-01-02,India,56+,2024Q1
5423,2023-05-01,Germany,46-55,2023Q2
5424,2023-01-09,Germany,18-25,2023Q1
5425,2024-03-03,USA,26-35,2024Q1
5426,2023-06-17,Japan,18-25,2023Q2
5427,2024-03-15,USA,26-35,2024Q1
5428,2023-05-02,France,36-45,2023Q2
5429,2024-01-05,UK,36-45,2024Q1
5430,2024-01-27,Australia,18-25,2024Q1
5431,2023-05-02,Mexico,36-45,2023Q2
5432,2023-01-30,UK,56+,2023Q1
5433,2023-10-15,Canada,26-35,2023Q4
5434,2024-01-13,Australia,36-45,2024Q1
5435,2023-08-11,UK,46-55,2023Q3
5436,2023-07-06,Canada,56+,2023Q3
5437,2023-04-21,Canada,18-25,2023Q2
5438,2024-03-10,Japan,36-45,2024Q1
5439,2024-03-06,Mexico,18-25,2024Q1
5440,2023-05-19,India,26-35,2023Q2
5441,2023-12-25,Germany,26-35,2023Q4
5442,2023-11-08,Australia,18-25,2023Q4
5443,2023-02-22,Canada,26-35,2023Q1
5444,2023-12-16,USA,18-25,2023Q4
5445,2023-10-20,Japan,26-35,2023Q4
5446,2023-01-04,Japan,26-35,2023Q1
5447,2023-07-24,Japan,36-45,2023Q3
5448,2023-01-16,Brazil,46-55,2023Q1
5449,2023-01-08,Brazil,46-55,2023Q1
5450,2023-04-29,USA,36-45,2023Q2
5451,2023-03-02,Mexico,36-45,2023Q1
5452,2023-10-20,Mexico,46-55,2023Q4
5453,2024-02-23,Mexico,56+,2024Q1
5454,2023-09-22,UK,36-45,2023Q3
5455,2023-01-13,France,18-25,2023Q1
5456,2023-02-17,Germany,18-25,2023Q1
5457,2023-03-21,Brazil,26-35,2023Q1
5458,2023-06-26,Canada,18-25,2023Q2
5459,2024-03-26,USA,56+,2024Q1
5460,2023-02-16,UK,56+,2023Q1
5461,2023-08-06,France,46-55,2023Q3
5462,2023-06-19,Mexico,36-45,2023Q2
5463,2023-02-26,Mexico,18-25,2023Q1
5464,2024-01-22,Canada,46-55,2024Q1
5465,2023-05-22,UK,18-25,2023Q2
5466,2023-03-03,India,26-35,2023Q1
5467,2023-09-17,Japan,46-55,2023Q3
5468,2023-02-14,Mexico,46-55,2023Q1
5469,2023-12-01,India,36-45,2023Q4
5470,2023-03-13,UK,46-55,2023Q1
5471,2024-01-23,Japan,46-55,2024Q1
5472,2023-03-23,Canada,18-25,2023Q1
5473,2023-10-30,USA,46-55,2023Q4
5474,2023-10-01,India,26-35,2023Q4
5475,2023-07-07,France,18-25,2023Q3
5476,2023-02-12,UK,56+,2023Q1
5477,2023-10-27,Canada,56+,2023Q4
5478,2023-01-19,Japan,46-55,2023Q1
5479,2023-06-29,France,46-55,2023Q2
5480,2024-02-05,UK,56+,2024Q1
5481,2023-03-14,Brazil,46-55,2023Q1
5482,2023-11-07,France,56+,2023Q4
5483,2023-08-23,India,18-25,2023Q3
5484,2023-07-08,UK,46-55,2023Q3
5485,2023-06-06,France,36-45,2023Q2
5486,2023-08-21,USA,56+,2023Q3
5487,2023-06-05,Canada,56+,2023Q2
5488,2023-01-15,UK,36-45,2023Q1
5489,2023-09-14,Japan,56+,2023Q3
5490,2023-04-10,Brazil,36-45,2023Q2
5491,2023-06-03,India,36-45,2023Q2
5492,2023-05-23,Brazil,56+,2023Q2
5493,2023-07-26,UK,36-45,2023Q3
5494,2023-07-15,Japan,56+,2023Q3
5495,2023-11-22,USA,36-45,2023Q4
5496,2023-08-07,USA,36-45,2023Q3
5497,2023-07-29,UK,18-25,2023Q3
5498,2023-06-28,Mexico,26-35,2023Q2
5499,2023-06-27,USA,26-35,2023Q2
5500,2023-12-05,Mexico,26-35,2023Q4
5501,2023-02-20,Germany,56+,2023Q1
5502,2023-05-05,France,36-45,2023Q2
5503,2023-06-20,Australia,18-25,2023Q2
5504,2023-03-06,France,18-25,2023Q1
5505,2023-11-09,Australia,26-35,2023Q4
5506,2024-02-13,Mexico,46-55,2024Q1
5507,2023-06-23,Canada,46-55,2023Q2
5508,2024-02-18,Australia,46-55,2024Q1
5509,2023-05-22,Canada,26-35,2023Q2
5510,2023-11-06,Mexico,18-25,2023Q4
5511,2023-08-22,Brazil,46-55,2023Q3
5512,2023-04-15,Mexico,36-45,2023Q2
5513,2024-01-28,Germany,56+,2024Q1
5514,2023-08-21,India,26-35,2023Q3
5515,2023-07-08,Australia,26-35,2023Q3
5516,2024-02-12,Brazil,26-35,2024Q1
5517,2024-02-23,India,26-35,2024Q1
5518,2023-11-28,Japan,26-35,2023Q4
5519,2023-01-20,Australia,46-55,2023Q1
5520,2023-07-16,Brazil,36-45,2023Q3
5521,2024-03-12,Australia,26-35,2024Q1
5522,2024-01-30,Brazil,18-25,2024Q1
5523,2023-04-18,USA,18-25,2023Q2
5524,2023-05-30,Brazil,36-45,2023Q2
5525,2024-01-10,Japan,46-55,2024Q1
5526,2023-01-16,Australia,46-55,2023Q1
5527,2023-12-08,Canada,18-25,2023Q4
5528,2023-12-22,UK,36-45,2023Q4
5529,2024-01-29,Germany,36-45,2024Q1
5530,2023-07-09,Germany,18-25,2023Q3
5531,2023-01-15,India,18-25,2023Q1
5532,2023-08-24,Mexico,18-25,2023Q3
5533,2023-11-10,Germany,56+,2023Q4
5534,2023-09-28,Brazil,46-55,2023Q3
5535,2023-11-07,Mexico,18-25,2023Q4
5536,2023-11-26,India,18-25,2023Q4
5537,2024-02-15,Brazil,18-25,2024Q1
5538,2023-06-27,Germany,46-55,2023Q2
5539,2023-01-15,France,26-35,2023Q1
5540,2024-03-10,Australia,46-55,2024Q1
5541,2023-03-27,Mexico,18-25,2023Q1
5542,2023-09-09,India,18-25,2023Q3
5543,2024-03-01,Mexico,26-35,2024Q1
5544,2024-03-11,Mexico,46-55,2024Q1
5545,2023-02-07,Germany,18-25,2023Q1
5546,2023-06-01,USA,46-55,2023Q2
5547,2023-04-27,USA,46-55,2023Q2
5548,2023-11-19,UK,56+,2023Q4
5549,2023-01-27,UK,36-45,2023Q1
5550,2023-03-07,UK,18-25,2023Q1
5551,2023-02-26,Australia,26-35,2023Q1
5552,2023-01-09,Mexico,18-25,2023Q1
5553,2023-02-10,Australia,26-35,2023Q1
5554,2023-02-20,Germany,56+,2023Q1
5555,2023-05-22,Australia,46-55,2023Q2
5556,2023-01-04,France,18-25,2023Q1
5557,2023-10-03,USA,56+,2023Q4
5558,2023-10-15,Germany,18-25,2023Q4
5559,2023-04-23,Australia,18-25,2023Q2
5560,2023-06-16,Germany,26-35,2023Q2
5561,2024-02-08,Mexico,46-55,2024Q1
5562,2024-02-11,France,26-35,2024Q1
5563,2023-06-05,Brazil,56+,2023Q2
5564,2023-03-27,Australia,36-45,2023Q1
5565,2024-02-20,Mexico,36-45,2024Q1
5566,2023-11-03,USA,56+,2023Q4
5567,2023-03-28,Australia,18-25,2023Q1
5568,2023-02-26,Brazil,46-55,2023Q1
5569,2023-11-19,Canada,36-45,2023Q4
5570,2024-01-07,Germany,18-25,2024Q1
5571,2023-02-23,Canada,26-35,2023Q1
5572,2023-05-07,France,56+,2023Q2
5573,2023-03-21,Mexico,18-25,2023Q1
5574,2023-03-17,India,36-45,2023Q1
5575,2024-01-20,USA,46-55,2024Q1
5576,2023-11-19,Japan,26-35,2023Q4
5577,2023-03-19,Mexico,46-55,2023Q1
5578,2023-01-31,France,46-55,2023Q1
5579,2023-09-27,Canada,18-25,2023Q3
5580,2023-01-02,Japan,56+,2023Q1
5581,2023-08-17,UK,46-55,2023Q3
5582,2023-05-10,USA,56+,2023Q2
5583,2023-08-15,Mexico,56+,2023Q3
5584,2023-09-30,Japan,18-25,2023Q3
5585,2023-06-28,Brazil,36-45,2023Q2
5586,2023-10-19,Mexico,18-25,2023Q4
5587,2023-10-05,Japan,36-45,2023Q4
5588,2024-03-29,UK,36-45,2024Q1
5589,2024-02-02,Germany,46-55,2024Q1
5590,2023-11-03,India,18-25,2023Q4
5591,2023-04-09,Canada,56+,2023Q2
5592,2023-09-20,France,56+,2023Q3
5593,2023-12-03,Mexico,18-25,2023Q4
5594,2023-08-16,Japan,56+,2023Q3
5595,2024-02-18,India,46-55,2024Q1
5596,2024-03-11,USA,56+,2024Q1
5597,2024-03-16,France,46-55,2024Q1
5598,2024-01-23,USA,56+,2024Q1
5599,2024-03-06,Canada,26-35,2024Q1
5600,2023-08-15,France,36-45,2023Q3
5601,2023-01-09,Australia,36-45,2023Q1
5602,2023-04-12,Australia,36-45,2023Q2
5603,2023-01-05,Japan,26-35,2023Q1
5604,2023-06-29,Germany,56+,2023Q2
5605,2023-05-29,Brazil,36-45,2023Q2
5606,2023-04-28,Australia,46-55,2023Q2
5607,2023-02-07,France,56+,2023Q1
5608,2023-04-05,India,26-35,2023Q2
5609,2023-10-02,Germany,46-55,2023Q4
5610,2023-04-29,Brazil,46-55,2023Q2
5611,2024-03-11,Mexico,18-25,2024Q1
5612,2023-08-15,UK,18-25,2023Q3
5613,2023-02-14,Mexico,26-35,2023Q1
